"Name","Location","FunctionSignature","FunctionSize"
"QueueStreamingAssets","005e80b0","void QueueStreamingAssets(ATerrain * param_1)","125"
"UpdateUsedBlocks","005e8140","void UpdateUsedBlocks(ATerrain * this, int a_iLODType)","231"
"SetSomeCallback1","005e8230","void SetSomeCallback1(ATerrain * param_1_00, undefined4 param_2)","10"
"~ModelNode","005e8240","void ~ModelNode(ATerrainSection_ModelNode * param_1)","120"
"SetUseLighting","005e82c0","void SetUseLighting(ATerrainSection_ModelNode * param_1_00, char param_2)","27"
"GetLocatorManager","005e82e0","ATerrainLocatorManager * GetLocatorManager(ATerrain * param_1)","10"
"FindLocator","005e82f0","ATerrainLocator * FindLocator(ATerrain * this, char * param_2)","23"
"GetLocalisedChunkName","005e8310","wchar_t * GetLocalisedChunkName(ATerrain * this, char * param_2)","96"
"AKeyLibLoaderJob","005e8380","AKeyLibLoaderJob * AKeyLibLoaderJob(AKeyLibLoaderJob * param_1)","78"
"~ATRBLoaderJob","005e83d0","void ~ATRBLoaderJob(ATRBLoaderJob * param_1)","14"
"RenderCellMeshWin","005e83e0","void RenderCellMeshWin(CellMeshSphere * a_pCellMeshSphere)","170"
"RenderWorldVisWin","005e8490","void RenderWorldVisWin(TModelInstance * param_1, ATerrainSection_ModelNode * param_2)","216"
"ASectionDoneJob","005e8570","void ASectionDoneJob(ASectionDoneJob * param_1)","21"
"ASkeletonDoneJob","005e8590","void ASkeletonDoneJob(ASkeletonDoneJob * param_1)","21"
"ACollisionDoneJob","005e85b0","undefined ACollisionDoneJob()","21"
"FUN_005e85d0","005e85d0","undefined FUN_005e85d0(undefined4 param_1)","81"
"FUN_005e8630","005e8630","undefined FUN_005e8630(undefined4 param_1)","56"
"CreateModelInstance","005e8670","ATerrainSection_ModelNode * CreateModelInstance(ATerrain * param_1_00, ATerrainSection_ModelNode * a_pModelNode, undefined4 a_szModelName, char * a_szType)","1124"
"FUN_005e8ae0","005e8ae0","undefined FUN_005e8ae0(undefined4 param_1, undefined4 param_2)","118"
"GetLocatorPos","005e8b60","void GetLocatorPos(ATerrain * this, TVector4 * param_2, undefined4 param_3)","141"
"GetLocatorPosAndRot","005e8bf0","void GetLocatorPosAndRot(ATerrain * param_1_00, char * param_2, TVector4 * a_pPosition, TVector4 * param_4)","179"
"FUN_005e8cb0","005e8cb0","undefined FUN_005e8cb0(undefined4 param_1, undefined4 param_2, undefined4 param_3, undefined4 param_4)","189"
"FUN_005e8d70","005e8d70","undefined FUN_005e8d70(undefined4 param_1, undefined4 param_2)","100"
"GetCurrentVISGroupIndex","005e8de0","undefined GetCurrentVISGroupIndex()","147"
"UpdateNightMaterials","005e8e80","void UpdateNightMaterials(ATerrain * param_1)","1126"
"CancelUnrequiredJobs","005e92f0","void CancelUnrequiredJobs(ATerrain * param_1)","119"
"FUN_005e9370","005e9370","void FUN_005e9370(void)","11"
"Render","005e9380","void Render(ATerrainSection_ModelNode * this)","175"
"SetGlow","005e9430","void SetGlow(ATerrainSection_ModelNode * this, bool param_2)","162"
"FUN_005e94e0","005e94e0","void FUN_005e94e0(void * this, undefined4 * param_1)","11"
"ATerrain","005e94f0","ATerrain * ATerrain(ATerrain * this, TINT a_iUnused1, TINT a_iUnused2, TINT a_iPreloadTerrainBlockSize, TINT a_iStartVISGroup)","927"
"FUN_005e98a0","005e98a0","bool FUN_005e98a0(ATerrain * param_1_00, undefined4 param_2, undefined4 param_3, undefined4 param_4, undefined4 param_5, undefined4 param_6)","133"
"FUN_005e9930","005e9930","undefined FUN_005e9930(undefined4 param_1, undefined4 param_2, undefined4 param_3, undefined4 param_4, undefined4 param_5, undefined4 param_6)","138"
"FUN_005e99c0","005e99c0","undefined FUN_005e99c0(undefined4 param_1, undefined4 param_2, undefined4 param_3, undefined4 param_4)","128"
"FUN_005e9a40","005e9a40","undefined FUN_005e9a40(undefined4 param_1, undefined4 param_2, undefined4 param_3, undefined4 param_4, undefined4 param_5)","133"
"FUN_005e9ad0","005e9ad0","undefined FUN_005e9ad0(undefined4 param_1, undefined4 param_2, undefined4 param_3, undefined4 param_4)","128"
"FUN_005e9b50","005e9b50","undefined FUN_005e9b50(undefined4 param_1, undefined4 param_2, undefined4 param_3, undefined4 param_4, undefined4 param_5)","166"
"FUN_005e9c00","005e9c00","undefined FUN_005e9c00(undefined4 param_1, undefined4 param_2, undefined4 param_3, undefined4 param_4)","192"
"FUN_005e9cc0","005e9cc0","undefined FUN_005e9cc0(undefined4 param_1, undefined4 param_2, undefined4 param_3, undefined4 param_4, undefined4 param_5, undefined4 param_6, undefined4 param_7, undefined4 param_8, undefined4 param_9)","170"
"FUN_005e9d70","005e9d70","undefined FUN_005e9d70(undefined4 param_1, undefined4 param_2, undefined4 param_3, undefined4 param_4, undefined4 param_5, undefined4 param_6, undefined4 param_7, undefined4 param_8, undefined param_9, undefined4 param_10)","170"
"FUN_005e9e20","005e9e20","undefined FUN_005e9e20(undefined4 param_1, undefined4 param_2, undefined4 param_3, undefined4 param_4, undefined4 param_5, undefined4 param_6, undefined4 param_7, undefined4 param_8, undefined4 param_9, undefined4 param_10, undefined4 param_11)","2502"
"FUN_005ea7f0","005ea7f0","undefined FUN_005ea7f0(undefined4 param_1, undefined4 param_2, undefined4 param_3, undefined4 param_4)","178"
"Render","005ea8b0","void Render(ATerrain * this)","571"
"FUN_005eab00","005eab00","void FUN_005eab00(ATerrain * param_1)","459"
"MoveAllFinishedJobs","005eacd0","void MoveAllFinishedJobs(ATerrain_JobSlot * * param_1, ATerrain_JobSlot * * param_2)","99"
"DestroyModelData","005ead40","void DestroyModelData(ATerrain * param_1_00, ATerrainSection_ModelNode * param_2)","55"
"FUN_005ead80","005ead80","float FUN_005ead80(ATerrain * this, float param_2, undefined4 param_3, undefined4 param_4)","137"
"FUN_005eae10","005eae10","float10 FUN_005eae10(ATerrain * param_1_00, float param_2, undefined4 param_3, undefined4 param_4)","137"
"FUN_005eaea0","005eaea0","undefined FUN_005eaea0(undefined1 param_1, undefined param_2, undefined param_3, undefined param_4, undefined1 param_5, undefined param_6, undefined param_7, undefined param_8, undefined4 param_9, undefined4 param_10, undefined4 param_11)","58"
"FUN_005eaee0","005eaee0","undefined FUN_005eaee0(undefined4 param_1, undefined4 param_2, undefined4 param_3, undefined4 param_4, undefined4 param_5, undefined4 param_6, undefined4 param_7, undefined4 param_8, undefined4 param_9, undefined4 param_10)","69"
"FUN_005eaf30","005eaf30","undefined FUN_005eaf30(undefined4 param_1, undefined4 param_2)","28"
"thunk_FUN_005ead80","005eaf50","thunk float thunk_FUN_005ead80(ATerrain * this, float param_2, undefined4 param_3, undefined4 param_4)","5"
"FUN_005eaf60","005eaf60","undefined FUN_005eaf60(undefined4 param_1, undefined4 param_2)","29"
"FUN_005eaf80","005eaf80","void FUN_005eaf80(ATerrain * param_1_00, float * param_2, undefined4 param_3)","29"
"Update","005eafa0","void Update(ATerrain * this)","1156"
"FUN_005eb440","005eb440","undefined FUN_005eb440(undefined4 param_1, undefined4 param_2, undefined4 param_3, undefined4 param_4, undefined4 param_5, undefined4 param_6, undefined4 param_7, undefined4 param_8, undefined4 param_9)","1266"
"FUN_005eb940","005eb940","undefined FUN_005eb940(undefined4 param_1, undefined4 param_2, undefined4 param_3, undefined4 param_4, undefined4 param_5, undefined4 param_6, undefined4 param_7, undefined4 param_8)","1398"
"WaitUntilLoaded","005ebec0","void WaitUntilLoaded(ATerrain * param_1)","102"
"FUN_005ebf30","005ebf30","undefined FUN_005ebf30(undefined4 param_1)","148"
"LoadFromFile","005ebfd0","void LoadFromFile(ATerrain * this, char * a_szFilePath, bool a_bLoadLater, bool a_bStreamCollision)","962"
"FUN_005ec3a0","005ec3a0","undefined FUN_005ec3a0(undefined4 param_1, undefined1 param_2)","63"
"~ATerrain","005ec3e0","undefined ~ATerrain()","1010"
"~ATerrain","005ec7e0","undefined ~ATerrain(undefined1 param_1)","27"
"ATerrainLocatorManager","005ec800","ATerrainLocatorManager * ATerrainLocatorManager(ATerrainLocatorManager * param_1)","172"
"FUN_005ec8b0","005ec8b0","ATerrainLocator * FUN_005ec8b0(ATerrainLocatorManager * param_1_00, char * param_2)","307"
"GetMatrix","005ec9f0","void GetMatrix(ATerrainLocator * this, TMatrix44 * param_2)","43"
"GetNumVISSections","005eca20","TINT GetNumVISSections(ATerrainLocatorManager * param_1)","11"
"FUN_005eca30","005eca30","undefined FUN_005eca30()","152"
"LoadFromTRB","005ecad0","void LoadFromTRB(ATerrainLocatorManager * param_1_00, TTRB * param_2)","94"
"UpdateLastAccessTime","005ecb30","void UpdateLastAccessTime(ATerrainLODBlock * param_1)","21"
"FUN_005ecb50","005ecb50","undefined FUN_005ecb50(undefined4 param_1, undefined4 param_2, undefined4 param_3, undefined4 param_4, ATerrainLODBlock * param_5)","37"
"ATerrainLODBlock","005ecb80","ATerrainLODBlock * ATerrainLODBlock(ATerrainLODBlock * this, uint a_iSize, char * a_szBlockName)","95"
"~ATerrainLODBlock","005ecbe0","void ~ATerrainLODBlock(ATerrainLODBlock * param_1)","49"
"Assign","005ecc20","void Assign(ATerrainLODBlock * this, ATerrainSection * a_pVISGroup, int a_eLODType)","86"
"SetupTRB","005ecc80","void SetupTRB(ATerrainLODBlock * param_1_00, TTRB * param_2, ATerrainLODBlock * param_3)","29"
"AllocateLODBlock","005ecca0","ATerrainLODBlock * AllocateLODBlock(ATerrain * this, int a_iLODType, ATerrainSection * a_pVISGroup)","399"
"IsPointInsideGroup","005ece30","bool IsPointInsideGroup(ATerrainSection * param_1_00, TVector4 * param_2)","59"
"SetLODEmpty","005ece70","void SetLODEmpty(ATerrainSection * param_1_00, byte a_iLODType, bool a_bEmpty)","42"
"RemoveFromStreamingQueue","005ecea0","void RemoveFromStreamingQueue(ATerrainSection * param_1)","121"
"IsMatLibLoaded","005ecf20","bool IsMatLibLoaded(ATerrainSection * param_1_00, int a_eLODType)","34"
"CancelJob","005ecf50","undefined CancelJob(ASectionDoneJob * param_1)","7"
"ModelNode","005ecf60","ATerrainSection_ModelNode * ModelNode(ATerrainSection_ModelNode * param_1)","104"
"FUN_005ecfd0","005ecfd0","undefined FUN_005ecfd0(undefined4 param_1)","47"
"UnloadMatLib","005ed000","void UnloadMatLib(ATerrainSection * param_1_00, int param_2)","147"
"RunJob","005ed0a0","bool RunJob(ASkeletonDoneJob * param_1)","45"
"RunJob","005ed0d0","bool RunJob(ACollisionDoneJob * param_1)","157"
"CancelJob","005ed170","bool CancelJob(int param_1)","22"
"GetFreeMatlibLoaderJob","005ed190","AMatLibLoaderJob * GetFreeMatlibLoaderJob(ATerrain * param_1)","53"
"FUN_005ed1d0","005ed1d0","int FUN_005ed1d0(ATerrainSection * param_1_00, TVector4 * param_2)","313"
"LoadCollision","005ed310","void LoadCollision(ATerrainSection * param_1)","319"
"LoadMatLib","005ed450","void LoadMatLib(ATerrainSection * this, int a_eLODType)","255"
"LoadSkeleton","005ed550","void LoadSkeleton(ATerrainVIS * param_1)","253"
"DestroyLOD","005ed650","void DestroyLOD(ATerrainSection * this, int a_eLODType)","251"
"RunJob","005ed750","bool RunJob(ASectionDoneJob * param_1)","404"
"LoadModels","005ed8f0","void LoadModels(ATerrainSection * this, int a_eLODType)","630"
"Destroy","005edb70","void Destroy(ATerrainVIS * param_1)","346"
"FUN_005edd20","005edd20","undefined FUN_005edd20(undefined4 param_1, undefined4 param_2, undefined4 param_3)","39"
"FUN_005edd50","005edd50","undefined FUN_005edd50(undefined4 param_1, undefined4 param_2, undefined4 param_3)","33"
"FUN_005edda0","005edda0","undefined FUN_005edda0(undefined4 param_1)","54"
"FUN_005edde0","005edde0","undefined FUN_005edde0(undefined4 param_1)","25"
"FUN_005ede00","005ede00","undefined FUN_005ede00(undefined4 param_1, undefined4 param_2, undefined4 param_3)","300"
"ALockedMesh","005edf40","ALockedMesh * ALockedMesh(ALockedMesh * param_1)","71"
"FUN_005edf90","005edf90","undefined FUN_005edf90()","73"
"FUN_005edfe0","005edfe0","undefined FUN_005edfe0()","47"
"TreeInstance","005ee010","void TreeInstance(ATreeManager_TreeInstance * param_1)","13"
"FUN_005ee020","005ee020","undefined FUN_005ee020(undefined4 param_1)","75"
"FUN_005ee070","005ee070","undefined FUN_005ee070(undefined4 param_1)","249"
"FUN_005ee170","005ee170","bool FUN_005ee170(ATreeManager * param_1)","1641"
"FUN_005ee7f0","005ee7f0","undefined FUN_005ee7f0()","236"
"CreateFromLocators","005ee8e0","void CreateFromLocators(ATreeManager * param_1_00, ATerrainLocatorManager * param_2)","2505"
"FUN_005ef2b0","005ef2b0","undefined FUN_005ef2b0()","232"
"Render","005ef3a0","void Render(ATreeManager * param_1)","2266"
"FUN_005efc80","005efc80","undefined FUN_005efc80(undefined4 param_1, undefined4 param_2, undefined4 param_3)","279"
"FUN_005efda0","005efda0","undefined FUN_005efda0(undefined4 param_1)","70"
"ATreeManager","005efdf0","ATreeManager * ATreeManager(ATreeManager * param_1)","258"
"FUN_005eff00","005eff00","undefined FUN_005eff00()","197"
"Invalidate","005effe0","void Invalidate(AWorldMesh * param_1)","5"
"Create","005efff0","bool Create(int param_1)","14"
"OnDestroy","005f0000","undefined OnDestroy()","5"
"ASysMaterial","005f0040","ASysMaterial * ASysMaterial(ASysMaterial * param_1)","52"
"Create","005f0080","void Create(TMaterial * param_1, void * param_2)","8"
"~ASysMaterial","005f0090","undefined ~ASysMaterial()","11"
"SetBlendMode","005f00a0","void SetBlendMode(ASysMaterial * this, undefined4 param_2)","10"
"ASysMesh","005f00b0","ASysMesh * ASysMesh(ASysMesh * param_1)","107"
"FUN_005f0120","005f0120","undefined FUN_005f0120()","88"
"Create","005f0180","bool Create(ASysMesh * this, undefined4 param_2, char * param_3)","33"
"CreateResources","005f01b0","bool CreateResources(ASysMesh * param_1)","174"
"DestroyResourcesHAL","005f0260","void DestroyResourcesHAL(ASysMesh * param_1)","75"
"Lock","005f02b0","bool Lock(ASysMesh * this, ASysMesh_LockBuffer * param_2)","58"
"Unlock","005f02f0","void Unlock(ASysMesh * this, uint param_2, uint param_3)","73"
"~AWorldMesh","005f0340","undefined ~AWorldMesh(undefined1 param_1)","27"
"ASysShader","005f0360","ASysShader * ASysShader(ASysShader * param_1)","24"
"~ASysShader","005f0380","undefined ~ASysShader()","49"
"FUN_005f03a0","005f03a0","undefined FUN_005f03a0(undefined1 param_1)","27"
"FUN_005f03c0","005f03c0","undefined FUN_005f03c0(undefined1 param_1)","27"
"Validate","005f03e0","bool Validate(ASysMesh * param_1)","63"
"Invalidate","005f0420","undefined Invalidate()","42"
"CreatePools","005f0450","bool CreatePools(ASysMesh * this, undefined4 param_2, undefined2 param_3, undefined2 param_4)","60"
"~ASysShader","005f0490","undefined ~ASysShader(undefined1 param_1)","27"
"ASysShaderHAL","005f04e0","ASysShaderHAL * ASysShaderHAL(ASysShaderHAL * param_1)","113"
"FUN_005f0560","005f0560","undefined FUN_005f0560()","121"
"Create","005f05e0","undefined Create(ASysShaderHAL * param_1)","81"
"Validate","005f0640","undefined Validate()","17"
"Invalidate","005f0660","undefined Invalidate()","15"
"Render","005f0670","void Render(TRenderPacket * param_1)","297"
"StartFlush","005f07a0","void StartFlush(ASysShaderHAL * param_1)","409"
"EndFlush","005f0940","undefined EndFlush()","53"
"Flush","005f0980","void Flush(ASysShaderHAL * param_1)","466"
"~ASysMaterialHAL","005f0b60","void ~ASysMaterialHAL(ASysMaterialHAL * param_1)","90"
"SetOrderTable","005f0bc0","void SetOrderTable(ASysMaterialHAL * param_1_00, TOrderTable * param_2)","48"
"PreRender","005f0bf0","void PreRender(ASysMaterialHAL * param_1)","366"
"PostRender","005f0d90","void PostRender(ASysMaterialHAL * param_1)","106"
"SetZBias","005f0e00","undefined SetZBias(undefined4 param_1)","10"
"FUN_005f0e10","005f0e10","undefined FUN_005f0e10()","11"
"FUN_005f0e20","005f0e20","undefined FUN_005f0e20()","89"
"FUN_005f0e80","005f0e80","undefined FUN_005f0e80(undefined4 param_1)","61"
"FUN_005f0ec0","005f0ec0","undefined FUN_005f0ec0()","117"
"FUN_005f0f40","005f0f40","undefined FUN_005f0f40(undefined4 param_1)","112"
"FUN_005f0fb0","005f0fb0","undefined FUN_005f0fb0()","110"
"FUN_005f1020","005f1020","undefined FUN_005f1020(undefined4 param_1)","103"
"FUN_005f1090","005f1090","undefined FUN_005f1090(undefined1 param_1)","27"
"CreateMesh","005f10b0","ASysMeshHAL * CreateMesh(ASysShaderHAL * param_1)","130"
"CreateMaterial","005f1140","ASysMaterialHAL * CreateMaterial(ASysShaderHAL * param_1)","162"
"~ASysMaterialHAL","005f11f0","undefined ~ASysMaterialHAL(undefined1 param_1)","27"
"Create","005f1210","bool Create(ASysMaterialHAL * this, undefined4 param_2)","213"
"SetBlendMode","005f1310","void SetBlendMode(ASysMaterialHAL * this, uint a_eBlendMode)","215"
"Render","005f1430","bool Render(ASysMeshHAL * param_1)","54"
"ASkinSubMesh","005f1470","undefined2 * ASkinSubMesh(ASkinSubMesh * param_1)","40"
"ASkinMaterial","005f14d0","ASkinMaterial * ASkinMaterial(ASkinMaterial * this)","42"
"Create","005f1500","thunk bool Create(TMaterial * param_1)","5"
"~ASkinMaterial","005f1510","undefined ~ASkinMaterial()","11"
"SetBlendMode","005f1520","void SetBlendMode(ASkinMaterial * this, int param_2)","29"
"ASkinMesh","005f1540","ASkinMesh * ASkinMesh(ASkinMesh * param_1)","49"
"Invalidate","005f1580","void Invalidate(ASkinMesh * param_1)","19"
"CreateResource","005f15a0","bool CreateResource(ASkinMesh * param_1)","176"
"ASkinShader","005f1650","ASkinShader * ASkinShader(ASkinShader * param_1)","46"
"~ASkinShader","005f1680","undefined ~ASkinShader()","21"
"~ASkinMaterial","005f16a0","undefined ~ASkinMaterial(undefined1 param_1)","27"
"OnDestroy","005f16c0","void OnDestroy(ASkinMesh * param_1)","25"
"Create","005f16e0","undefined Create(undefined4 param_1_00, undefined4 a_uiFlags, undefined2 a_uiMaxVertices, undefined2 a_uiNumSubMeshes)","60"
"FUN_005f1720","005f1720","undefined FUN_005f1720(undefined1 param_1)","27"
"Negate3","005f1740","void Negate3(TVector4 * this, TVector4 * param_2)","35"
"Create","005f17a0","void Create(ASkinShaderHAL * param_1)","59"
"OnDestroy","005f17e0","thunk void OnDestroy(TShader * param_1)","5"
"EnableHighEndSkinning","005f17f0","void EnableHighEndSkinning(ASkinShaderHAL * this, byte param_2)","28"
"IsCapableHighEndSkinning","005f1810","bool IsCapableHighEndSkinning(void)","105"
"CreateSkinVertexShader","005f1880","bool CreateSkinVertexShader(char * filename, char * compiledBuffer, void * * ppOutputShader)","89"
"CheckCPUFeature1","005f18e0","undefined4 CheckCPUFeature1(ASkinShaderHAL * param_1)","130"
"CheckCPUFeature2","005f19d0","undefined4 CheckCPUFeature2(ASkinShaderHAL * param_1)","131"
"ApplyGPUSpecificPatches","005f1ac0","void ApplyGPUSpecificPatches(ASkinShaderHAL * param_1)","75"
"SetupLowEndMode","005f1b10","void SetupLowEndMode(ASkinShaderHAL * param_1)","453"
"FUN_005f1ce0","005f1ce0","undefined FUN_005f1ce0(undefined4 param_1)","4988"
"FUN_005f3060","005f3060","undefined FUN_005f3060(undefined4 param_1)","453"
"StartFlush","005f3230","undefined StartFlush()","310"
"EndFlush","005f3370","undefined EndFlush()","62"
"Flush","005f33b0","void Flush(ASkinShaderHAL * param_1)","338"
"~ASkinMaterialHAL","005f3510","void ~ASkinMaterialHAL(ASkinMaterialHAL * param_1)","104"
"Create","005f3580","undefined Create(undefined4 param_1)","34"
"CopyToAlphaBlendMaterial","005f35b0","void CopyToAlphaBlendMaterial(ASkinMaterialHAL * this)","71"
"SetOrderTable","005f3600","void SetOrderTable(ASkinMaterialHAL * this, TOrderTable * param_2)","48"
"~ASkinMeshHAL","005f3630","void ~ASkinMeshHAL(ASkinMeshHAL * param_1)","11"
"SetUnknown1","005f3640","undefined4 SetUnknown1(ASkinShader * this, undefined4 param_2, byte param_3)","67"
"TryInvalidate","005f3690","undefined TryInvalidate()","8"
